customer_id,city,acquisition_channel,order_count,net_gmv,first_order_date,retained_90d_raw
C111199,East Jill,App Store,19,8122.64,2024-06-15,1
C111200,East Jill,Social Media,1,201.96,2025-01-10,0
C111201,Ericmouth,Organic,18,14581.61,2024-03-15,1
C111202,Robinsonshire,Paid Search,0,0.0,,0
C111203,New Roberttown,Paid Search,1,466.06,2024-04-22,0
C111204,East Jill,Paid Search,1,90.15,2024-06-08,0
C111205,East Jill,Social Media,1,86.92,2024-03-25,0
C111206,North Noahstad,Paid Search,1,361.96,2024-07-21,0
C111207,North Noahstad,Organic,21,8352.94,2023-10-31,1
C111208,East Jessetown,Social Media,1,238.53,2023-11-18,0
C111209,New Roberttown,Organic,1,756.17,2024-03-03,0
C111210,Lake Debra,Organic,1,294.94,2024-11-21,0
C111211,East Jill,Paid Search,1,81.12,2024-12-28,0
C111212,Robinsonshire,App Store,1,994.52,2024-10-15,0
C111213,Lisatown,Referral,3,741.82,2024-04-02,0
C111214,North Noahstad,Organic,1,421.5,2023-10-09,0
C111215,East Jessetown,App Store,1,1574.25,2024-12-27,0
C111216,East Jill,Paid Search,19,7425.58,2024-10-28,1
C111217,East Jill,Paid Search,1,766.16,2024-06-06,0
C111218,East Jessetown,Referral,1,865.37,2024-06-05,0
C111219,Lisatown,Referral,14,7801.24,2025-06-17,1
C111220,North Judithbury,Organic,1,1964.31,2024-10-01,0
C111221,Lake Roberto,Social Media,1,447.22,2024-03-25,0
C111222,Lake Debra,App Store,9,2892.82,2024-02-27,1
C111223,Lake Roberto,Social Media,22,8026.86,2025-06-08,1
C111224,Lake Debra,App Store,1,446.3,2024-06-29,0
C111225,East Jill,Referral,23,21682.06,2023-08-09,1
C111226,North Judithbury,Organic,16,6889.2,2023-11-13,1
C111227,Robinsonshire,Organic,0,0.0,,0
C111228,Robinsonshire,Social Media,0,0.0,,0
C111229,Ericmouth,App Store,1,108.17,2024-01-12,0
C111230,Ericmouth,Paid Search,23,18797.26,2024-04-14,1
C111231,East Jill,Organic,1,228.84,2025-04-09,0
C111232,East Jessetown,Paid Search,1,1214.15,2025-01-22,0
C111233,New Roberttown,Organic,1,512.97,2024-12-22,0
C111234,East Jill,Organic,1,1478.07,2025-06-08,0
C111235,North Judithbury,Referral,1,245.93,2024-01-21,0
C111236,North Judithbury,Organic,1,492.96,2025-06-16,0
C111237,Robinsonshire,Organic,17,15690.62,2023-07-13,1
C111238,East Jill,Organic,13,4435.32,2023-07-08,1
C111239,East Jill,App Store,25,24476.15,2025-02-21,1
C111240,East Jill,Social Media,30,36843.74,2024-05-13,1
C111241,Lake Roberto,Social Media,0,0.0,,0
C111242,Lisatown,Paid Search,1,459.13,2023-10-04,0
C111243,North Noahstad,Social Media,13,9979.68,2024-01-14,1
C111244,East Jill,Paid Search,1,165.11,2025-03-18,0
C111245,New Roberttown,Referral,19,9101.46,2023-07-20,1
C111246,Lake Debra,Paid Search,1,631.64,2025-05-08,0
C111247,Lisatown,Organic,1,277.77,2025-06-09,0
C111248,East Jill,App Store,1,553.42,2024-02-04,0
C111249,New Roberttown,App Store,1,154.69,2024-03-30,0
C111250,Lake Debra,Referral,1,352.27,2023-12-07,0
C111251,North Judithbury,Organic,15,9148.23,2023-12-21,1
C111252,East Jessetown,App Store,31,18663.69,2025-02-25,1
C111253,Lake Roberto,Social Media,1,249.72,2025-06-13,0
C111254,Robinsonshire,Paid Search,17,14739.43,2024-11-09,1
C111255,Lake Debra,Organic,1,247.57,2024-12-31,0
C111256,Lake Debra,Organic,1,385.75,2023-07-07,0
C111257,North Noahstad,Social Media,31,11724.6,2023-11-03,1
C111258,Robinsonshire,Organic,11,9971.55,2024-01-09,1
C111259,Robinsonshire,Organic,1,557.99,2024-06-04,0
C111260,North Noahstad,Organic,14,7274.25,2024-02-09,1
C111261,East Jill,Social Media,4,5505.3,2024-05-07,1
C111262,North Judithbury,Organic,1,182.7,2024-07-25,0
C111263,Lake Debra,Referral,39,26103.11,2024-04-14,1
C111264,East Jessetown,Referral,1,414.32,2024-12-01,0
C111265,New Roberttown,App Store,1,793.76,2024-11-07,0
C111266,East Jill,Organic,1,85.78,2024-04-17,0
C111267,Ericmouth,App Store,9,6229.83,2023-10-04,1
C111268,Lisatown,Paid Search,1,854.52,2025-06-27,0
C111269,Lisatown,Organic,1,201.68,2024-05-25,0
C111270,East Jill,Organic,1,116.23,2024-04-19,0
C111271,East Jessetown,Referral,1,1016.49,2024-08-01,0
C111272,Lisatown,Paid Search,0,0.0,,0
C111273,Robinsonshire,App Store,1,1076.72,2024-10-01,0
C111274,Lisatown,Paid Search,18,12256.73,2025-03-30,1
C111275,Lisatown,Paid Search,1,232.86,2023-10-18,0
C111276,Lake Debra,Paid Search,1,77.65,2024-11-12,0
C111277,Lake Roberto,Paid Search,1,116.25,2025-03-03,0
C111278,New Roberttown,Organic,1,257.7,2024-11-30,0
C111279,North Judithbury,App Store,0,0.0,,0
C111280,North Noahstad,Paid Search,1,1282.43,2024-02-29,0
C111281,North Judithbury,Social Media,30,32534.21,2025-06-01,1
C111282,New Roberttown,Social Media,1,324.92,2024-12-29,0
C111283,East Jill,Paid Search,1,327.79,2024-04-01,0
C111284,New Roberttown,Social Media,1,873.41,2025-06-20,0
C111285,East Jessetown,Social Media,1,1615.27,2025-05-06,0
C111286,East Jill,App Store,13,5419.33,2024-04-29,1
C111287,Lake Debra,Organic,1,136.43,2023-09-12,0
C111288,North Noahstad,Organic,1,507.97,2023-12-09,0
C111289,East Jill,Social Media,6,4044.47,2025-06-14,1
C111290,North Noahstad,Paid Search,1,258.42,2025-06-04,0
C111291,Lake Debra,Paid Search,1,714.45,2025-01-26,0
C111292,Robinsonshire,Organic,1,985.62,2023-10-13,0
C111293,Lake Debra,Paid Search,1,1169.44,2024-05-17,0
C111294,East Jessetown,Referral,0,0.0,,0
C111295,East Jill,App Store,17,6842.7,2023-08-25,1
C111296,Robinsonshire,Paid Search,1,875.6,2024-09-10,0
C111297,North Noahstad,Paid Search,1,703.44,2025-02-14,0
C111298,Robinsonshire,Social Media,6,3874.17,2025-02-17,1
C111299,Robinsonshire,Social Media,1,115.4,2024-05-11,0
C111300,Lisatown,Organic,17,8466.98,2024-12-19,1
C111301,East Jessetown,Social Media,19,11199.51,2024-10-09,1
C111302,East Jill,Organic,1,199.65,2024-05-05,0
C111303,Robinsonshire,Referral,25,9026.77,2024-05-22,1
C111304,Ericmouth,Paid Search,19,14196.06,2025-01-25,1
C111305,East Jessetown,Referral,1,215.07,2023-12-14,0
C111306,Ericmouth,Social Media,4,1837.06,2025-03-17,1
C111307,Ericmouth,App Store,1,427.2,2023-09-01,0
C111308,New Roberttown,Referral,1,207.18,2023-12-15,0
C111309,Robinsonshire,Organic,1,135.68,2025-06-28,0
C111310,Lake Roberto,Referral,17,10773.35,2024-10-14,1
C111311,Lake Debra,Organic,1,755.19,2024-01-04,0
C111312,Lisatown,Social Media,19,10105.03,2023-08-29,1
C111313,North Noahstad,App Store,1,902.4,2024-05-30,0
C111314,Lisatown,App Store,17,13231.66,2025-04-21,1
C111315,Ericmouth,Paid Search,1,213.79,2024-08-24,0
C111316,Ericmouth,Social Media,14,12509.08,2023-08-20,1
C111317,Ericmouth,Social Media,29,22500.45,2025-01-27,1
C111318,Ericmouth,App Store,23,13186.51,2024-07-04,1
C111319,New Roberttown,Social Media,1,307.17,2024-01-20,0
C111320,North Judithbury,Organic,4,2155.78,2024-07-12,1
C111321,East Jill,Organic,18,11941.43,2025-01-12,1
C111322,New Roberttown,Organic,15,8239.42,2024-12-31,1
C111323,Lisatown,Social Media,1,805.92,2023-10-05,0
C111324,Robinsonshire,App Store,1,236.11,2023-12-01,0
C111325,Lake Debra,Paid Search,24,20006.05,2025-02-18,1
C111326,North Judithbury,Referral,1,25.42,2024-02-10,0
C111327,Lisatown,Organic,1,751.1,2025-04-22,0
C111328,East Jessetown,Organic,46,28478.81,2023-10-07,1
C111329,Lake Roberto,Paid Search,11,4853.8,2025-04-27,1
C111330,East Jill,App Store,6,1163.11,2024-07-04,1
C111331,New Roberttown,Social Media,1,208.67,2023-08-04,0
C111332,North Judithbury,App Store,1,339.91,2023-10-02,0
C111333,New Roberttown,Referral,19,17687.2,2024-07-02,1
C111334,North Noahstad,Social Media,1,402.87,2023-09-08,0
C111335,Lake Debra,Paid Search,24,20198.4,2025-04-18,1
C111336,Lake Debra,Social Media,1,309.17,2023-07-17,0
C111337,New Roberttown,Organic,12,5473.05,2025-02-05,1
C111338,New Roberttown,Social Media,1,310.65,2025-03-31,0
C111339,Lisatown,Social Media,1,356.22,2025-04-08,0
C111340,North Noahstad,Paid Search,1,212.76,2023-11-26,0
C111341,Lake Roberto,Referral,36,23070.33,2024-12-07,1
C111342,Lake Roberto,Paid Search,1,255.75,2024-12-05,0
C111343,Lake Debra,Paid Search,1,487.83,2025-03-20,0
C111344,North Judithbury,Organic,16,16691.17,2025-01-12,1
C111345,Lake Roberto,Social Media,15,9208.64,2023-08-17,1
C111346,Ericmouth,Organic,1,164.65,2024-10-24,0
C111347,Robinsonshire,Organic,6,1819.28,2023-11-22,0
C111348,North Judithbury,Social Media,1,387.79,2023-08-26,0
C111349,Lake Roberto,Referral,44,27231.55,2024-12-18,1
C111350,North Noahstad,Referral,26,12516.95,2024-05-06,1
C111351,New Roberttown,Social Media,1,265.3,2025-02-20,0
C111352,East Jill,Paid Search,1,211.06,2024-12-18,0
C111353,Lake Roberto,Referral,12,5968.98,2024-02-11,0
C111354,East Jessetown,Referral,1,217.75,2024-03-11,0
C111355,Lake Roberto,Referral,1,1069.9,2025-02-13,0
C111356,Lake Roberto,Referral,33,19200.53,2024-08-03,1
C111357,New Roberttown,Paid Search,1,353.43,2023-12-14,0
C111358,North Judithbury,App Store,1,3421.46,2024-12-19,0
C111359,Robinsonshire,Social Media,1,1108.09,2024-10-31,0
C111360,Lake Debra,Organic,1,16.22,2025-04-17,0
C111361,Ericmouth,Paid Search,1,1008.43,2024-07-18,0
C111362,East Jessetown,App Store,1,234.07,2025-02-17,0
C111363,New Roberttown,Paid Search,1,1056.74,2025-01-18,0
C111364,Ericmouth,Social Media,31,25579.89,2023-12-19,1
C111365,Lake Roberto,Paid Search,37,33330.49,2024-05-19,1
C111366,Lisatown,App Store,16,7345.97,2024-06-11,1
C111367,North Noahstad,Paid Search,26,15691.24,2023-11-26,1
C111368,Lake Roberto,Organic,1,2598.51,2024-09-01,0
C111369,Ericmouth,Social Media,1,1008.0,2025-02-22,0
C111370,Lake Roberto,Social Media,1,266.69,2023-08-21,0
C111371,Lake Debra,App Store,1,222.15,2025-05-09,0
C111372,North Judithbury,App Store,1,605.45,2025-03-01,0
C111373,Lisatown,Organic,1,221.15,2024-10-03,0
C111374,Lake Roberto,Paid Search,1,347.91,2025-04-01,0
C111375,North Noahstad,App Store,29,23351.79,2025-03-28,1
C111376,Lisatown,Organic,4,4552.58,2025-05-30,1
C111377,Robinsonshire,Social Media,1,572.3,2023-07-24,0
C111378,Robinsonshire,Social Media,35,37761.73,2025-04-24,1
C111379,East Jill,Referral,18,18705.53,2024-08-02,1
C111380,North Judithbury,Organic,1,522.58,2025-02-14,0
C111381,North Judithbury,App Store,1,1075.88,2024-04-09,0
C111382,North Noahstad,Paid Search,1,184.35,2024-06-02,0
C111383,Lake Roberto,Organic,1,147.69,2024-12-08,0
C111384,New Roberttown,Organic,15,5468.04,2024-05-02,1
C111385,Lake Debra,Social Media,1,160.55,2024-03-02,0
C111386,Lake Debra,Organic,9,4662.14,2023-10-11,1
C111387,New Roberttown,Paid Search,1,1990.36,2023-07-13,0
C111388,Lake Debra,Social Media,1,452.52,2025-04-05,0
C111389,East Jessetown,Paid Search,1,284.68,2024-06-15,0
C111390,Lisatown,Organic,1,1748.05,2024-01-25,0
C111391,Lake Roberto,Organic,1,158.23,2024-09-12,0
C111392,North Judithbury,App Store,1,172.66,2025-06-22,0
C111393,Lake Debra,Organic,1,313.15,2024-11-08,0
C111394,North Noahstad,Organic,33,22582.85,2024-07-18,1
C111395,Ericmouth,Organic,34,12385.17,2025-03-04,1
C111396,Lake Roberto,App Store,22,9883.0,2023-07-19,1
C111397,Lake Roberto,Organic,1,119.49,2025-07-02,0
C111398,North Judithbury,Organic,17,18410.41,2024-12-09,1
C111399,North Noahstad,Organic,15,15960.69,2025-01-10,1
C111400,Lake Roberto,Social Media,1,391.59,2023-12-24,0
C111401,Ericmouth,Organic,1,1128.33,2024-02-11,0
C111402,North Noahstad,Social Media,1,922.53,2024-09-29,0
C111403,New Roberttown,Social Media,1,785.97,2025-05-22,0
C111404,North Judithbury,Social Media,1,228.94,2024-01-03,0
C111405,Lisatown,Paid Search,24,19761.16,2024-11-07,1
C111406,Lake Debra,Paid Search,1,55.79,2024-02-11,0
C111407,North Judithbury,Organic,19,10048.13,2025-04-16,1
C111408,New Roberttown,Organic,1,540.06,2024-09-01,0
C111409,North Noahstad,Social Media,1,175.47,2024-04-30,0
C111410,East Jessetown,Social Media,26,15166.54,2025-06-28,1
C111411,New Roberttown,Referral,21,10197.4,2023-10-13,1
C111412,Lisatown,Paid Search,5,900.44,2024-04-22,1
C111413,Lisatown,Paid Search,1,212.2,2024-11-11,0
C111414,East Jessetown,Paid Search,4,5340.05,2024-04-22,0
C111415,Ericmouth,Organic,1,138.29,2023-10-11,0
C111416,Robinsonshire,App Store,1,1228.27,2024-02-05,0
C111417,East Jill,App Store,5,1046.2,2025-04-24,1
C111418,East Jessetown,Organic,12,7960.56,2023-11-10,1
C111419,Ericmouth,Organic,1,57.31,2024-10-14,0
C111420,North Judithbury,Organic,22,13084.89,2023-10-14,1
C111421,North Judithbury,Paid Search,1,333.45,2024-05-20,0
C111422,Lisatown,App Store,1,90.55,2024-04-21,0
C111423,Lake Debra,Social Media,1,527.99,2023-10-03,0
C111424,New Roberttown,Organic,1,214.2,2025-01-31,0
C111425,Lake Debra,Paid Search,1,282.66,2024-01-22,0
C111426,East Jill,Paid Search,1,281.42,2024-08-26,0
C111427,East Jessetown,Social Media,1,421.9,2024-01-28,0
C111428,New Roberttown,Organic,1,788.19,2024-05-04,0
C111429,Robinsonshire,Organic,1,671.16,2023-08-10,0
C111430,Lisatown,App Store,1,336.96,2023-12-29,0
C111431,North Noahstad,Paid Search,6,3337.9,2023-10-16,1
C111432,North Judithbury,Paid Search,19,10175.92,2024-10-21,1
C111433,East Jessetown,Referral,25,18927.21,2024-09-21,1
C111434,New Roberttown,Organic,1,100.02,2023-12-24,0
C111435,Robinsonshire,Organic,11,8667.96,2023-08-03,1
C111436,Robinsonshire,Organic,1,193.35,2024-03-05,0
C111437,Ericmouth,Social Media,1,312.33,2024-06-16,0
C111438,North Noahstad,App Store,1,994.48,2023-08-18,0
C111439,Lake Roberto,Paid Search,1,206.23,2024-09-10,0
C111440,East Jill,Organic,0,0.0,,0
C111441,North Judithbury,Organic,17,15185.58,2023-12-29,0
C111442,Ericmouth,App Store,15,4634.92,2024-04-27,1
C111443,North Noahstad,Paid Search,1,1012.81,2025-07-03,0
C111444,New Roberttown,Paid Search,13,9166.66,2025-06-05,1
C111445,North Judithbury,Paid Search,1,230.48,2024-06-04,0
C111446,Lisatown,App Store,1,407.2,2025-04-17,0
C111447,Robinsonshire,Organic,1,83.27,2025-01-03,0
C111448,Ericmouth,Social Media,1,463.27,2024-01-28,0
C111449,Robinsonshire,Paid Search,1,137.58,2023-12-13,0
C111450,Lake Roberto,Organic,15,8442.05,2023-09-06,0
C111451,Lake Roberto,Organic,11,5780.58,2023-07-29,1
C111452,North Judithbury,Referral,13,14236.02,2024-05-15,1
C111453,East Jill,Social Media,35,25789.59,2023-08-26,1
C111454,Lake Roberto,App Store,1,1771.3,2024-11-29,0
C111455,East Jill,Organic,6,4812.53,2024-01-30,0
C111456,New Roberttown,Organic,11,4178.74,2023-12-21,1
C111457,Lake Roberto,Social Media,1,46.96,2024-02-14,0
C111458,New Roberttown,App Store,32,28724.19,2024-07-08,1
C111459,East Jill,Organic,1,340.52,2023-11-21,0
C111460,North Judithbury,Social Media,19,13239.5,2024-02-14,1
C111461,Lake Debra,Referral,44,14497.5,2024-03-02,1
C111462,Lisatown,Referral,13,4850.58,2025-06-08,1
C111463,Lake Roberto,Organic,1,336.52,2023-10-03,0
C111464,North Noahstad,Organic,3,2293.17,2023-10-19,1
C111465,Lisatown,Referral,1,376.4,2025-04-13,0
C111466,Lake Roberto,Referral,1,627.69,2024-12-12,0
C111467,New Roberttown,Organic,5,2851.1,2024-03-10,1
C111468,East Jessetown,Social Media,1,702.31,2023-09-02,0
C111469,East Jessetown,Paid Search,1,173.36,2024-12-22,0
C111470,North Judithbury,Organic,1,191.46,2024-10-07,0
C111471,North Noahstad,Social Media,1,132.43,2025-04-30,0
C111472,New Roberttown,Organic,40,24008.88,2023-08-12,1
C111473,Lake Debra,Paid Search,1,329.66,2025-05-18,0
C111474,East Jessetown,Organic,1,1027.55,2024-08-04,0
C111475,North Judithbury,Organic,22,19419.06,2024-08-20,1
C111476,North Noahstad,App Store,1,978.54,2025-01-26,0
C111477,New Roberttown,Organic,11,8285.63,2024-03-02,1
C111478,East Jill,Organic,1,1375.78,2024-08-06,0
C111479,East Jessetown,Organic,1,242.74,2025-04-28,0
C111480,East Jill,Social Media,1,1277.74,2024-08-09,0
C111481,North Noahstad,Referral,1,248.4,2025-06-12,0
C111482,East Jill,Organic,1,251.83,2023-08-20,0
C111483,East Jessetown,Paid Search,1,159.33,2025-01-07,0
C111484,New Roberttown,Organic,1,1117.27,2025-06-10,0
C111485,North Judithbury,Organic,26,24714.35,2024-09-02,1
C111486,North Judithbury,App Store,1,382.35,2023-07-06,0
C111487,Robinsonshire,Referral,15,12189.71,2023-11-03,1
C111488,New Roberttown,Paid Search,13,7679.75,2024-01-28,1
C111489,North Judithbury,Organic,43,19802.08,2024-10-07,1
C111490,New Roberttown,Organic,17,7051.51,2025-02-18,1
C111491,New Roberttown,Paid Search,21,23753.52,2024-01-03,1
C111492,Lake Debra,Paid Search,1,650.68,2023-10-13,0
C111493,North Noahstad,Social Media,24,9616.43,2023-11-14,1
C111494,East Jessetown,Organic,1,75.4,2024-01-01,0
C111495,Lake Roberto,App Store,1,602.47,2024-04-21,0
C111496,Lake Roberto,Paid Search,13,5449.15,2025-01-15,1
C111497,North Judithbury,App Store,1,361.58,2024-04-22,0
C111498,Robinsonshire,Paid Search,1,388.22,2025-02-08,0
C111499,Lake Debra,Social Media,1,317.39,2024-07-09,0
C111500,Robinsonshire,Paid Search,1,465.72,2024-11-23,0
C111501,East Jill,Organic,1,192.27,2024-04-13,0
C111502,Lake Debra,Paid Search,17,17190.8,2025-02-28,1
C111503,East Jill,Paid Search,10,5486.78,2023-08-04,1
C111504,North Noahstad,Social Media,1,744.71,2024-04-09,0
C111505,Robinsonshire,Paid Search,1,105.04,2024-06-21,0
C111506,North Judithbury,Social Media,1,287.82,2025-02-16,0
C111507,Robinsonshire,App Store,1,148.31,2024-02-05,0
C111508,North Noahstad,Social Media,1,236.32,2023-11-29,0
C111509,Lake Roberto,Paid Search,1,204.04,2024-09-10,0
C111510,New Roberttown,Social Media,1,722.03,2024-07-21,0
C111511,Ericmouth,App Store,17,20030.49,2024-05-03,1
C111512,East Jill,App Store,1,228.85,2024-08-14,0
C111513,New Roberttown,Paid Search,1,156.63,2024-04-26,0
C111514,East Jill,Referral,1,243.89,2023-10-11,0
C111515,North Noahstad,Social Media,11,6533.38,2025-03-17,1
C111516,Lake Roberto,App Store,0,0.0,,0
C111517,Robinsonshire,Paid Search,1,1209.42,2024-12-27,0
C111518,Lisatown,Organic,1,321.95,2023-11-25,0
C111519,New Roberttown,App Store,1,1033.18,2025-02-04,0
C111520,North Judithbury,Organic,1,1359.34,2023-12-08,0
C111521,Ericmouth,Social Media,1,311.93,2024-10-06,0
C111522,North Noahstad,Social Media,1,196.52,2025-06-08,0
C111523,North Judithbury,Social Media,1,2327.03,2025-04-08,0
C111524,North Judithbury,App Store,1,412.69,2023-12-13,0
C111525,Robinsonshire,Organic,1,424.5,2024-10-04,0
C111526,North Judithbury,Social Media,1,145.11,2024-02-22,0
C111527,Lake Roberto,Paid Search,1,342.67,2023-07-29,0
C111528,North Noahstad,Social Media,1,755.52,2025-06-13,0
C111529,New Roberttown,Referral,1,335.83,2024-07-06,0
C111530,New Roberttown,App Store,1,358.17,2024-05-15,0
C111531,Ericmouth,Social Media,5,1247.24,2024-08-29,0
C111532,East Jessetown,App Store,1,163.56,2023-11-03,0
C111533,New Roberttown,App Store,4,3279.38,2025-04-19,1
C111534,North Judithbury,Paid Search,1,450.78,2024-05-10,0
C111535,Ericmouth,Paid Search,18,12686.27,2024-07-18,1
C111536,North Noahstad,Referral,1,543.0,2025-05-19,0
C111537,North Judithbury,App Store,26,15966.43,2023-12-24,1
C111538,Ericmouth,Social Media,1,227.58,2025-04-10,0
C111539,East Jill,Paid Search,0,0.0,,0
C111540,East Jill,Organic,1,338.16,2023-09-20,0
C111541,East Jessetown,Organic,1,247.24,2024-05-09,0
C111542,Lake Debra,App Store,25,21303.59,2024-06-04,1
C111543,Ericmouth,App Store,1,1360.37,2024-08-12,0
C111544,Lisatown,Organic,14,9646.1,2024-08-20,1
C111545,East Jill,Paid Search,1,236.32,2024-01-14,0
C111546,Robinsonshire,Organic,23,18626.73,2025-04-22,1
C111547,Ericmouth,Referral,31,23517.26,2024-02-27,1
C111548,Lisatown,Referral,14,7416.59,2024-11-07,1
C111549,New Roberttown,Organic,1,1331.88,2025-06-05,0
C111550,East Jill,Referral,1,314.3,2023-10-09,0
C111551,Lake Debra,Organic,53,60437.58,2024-06-26,1
C111552,Lake Debra,Referral,10,4413.13,2023-09-19,1
C111553,East Jessetown,App Store,1,83.26,2025-03-15,0
C111554,East Jill,Organic,1,291.83,2025-02-27,0
C111555,East Jill,App Store,11,7309.38,2025-06-02,1
C111556,Robinsonshire,Paid Search,1,230.34,2025-05-02,0
C111557,North Noahstad,Paid Search,0,0.0,,0
C111558,Robinsonshire,Organic,1,230.25,2024-03-12,0
C111559,Lake Debra,Organic,1,229.72,2024-04-21,0
C111560,North Noahstad,Social Media,1,293.14,2023-08-05,0
C111561,Lisatown,Organic,1,791.81,2023-11-23,0
C111562,Lake Roberto,Social Media,8,1691.62,2024-05-27,1
C111563,Robinsonshire,Social Media,1,32.96,2025-02-09,0
C111564,Lake Roberto,Organic,1,151.66,2025-03-31,0
C111565,Robinsonshire,Organic,1,497.53,2024-09-27,0
C111566,Lisatown,Paid Search,1,105.37,2023-11-17,0
C111567,Lisatown,App Store,1,535.49,2024-02-20,0
C111568,Lake Roberto,Social Media,22,17901.61,2023-11-28,1
C111569,Ericmouth,Social Media,1,167.04,2025-02-15,0
C111570,New Roberttown,App Store,1,776.33,2025-03-15,0
C111571,Lisatown,Organic,13,6597.2,2024-08-28,1
C111572,North Judithbury,App Store,1,180.61,2024-03-28,0
C111573,Robinsonshire,Referral,1,412.75,2025-01-24,0
C111574,Ericmouth,App Store,0,0.0,,0
C111575,Lisatown,Referral,1,395.14,2024-07-08,0
C111576,New Roberttown,Paid Search,1,2455.47,2025-01-23,0
C111577,Lisatown,Social Media,11,13448.88,2024-09-27,1
C111578,East Jessetown,Organic,13,6692.45,2025-05-08,1
C111579,Lake Debra,Social Media,1,759.08,2024-03-30,0
C111580,New Roberttown,Social Media,1,83.83,2023-11-13,0
C111581,Lisatown,Social Media,14,13108.34,2024-03-16,1
C111582,East Jill,Organic,1,474.57,2023-12-01,0
C111583,Lake Debra,App Store,13,6014.6,2024-12-10,1
C111584,North Noahstad,App Store,1,153.29,2023-10-31,0
C111585,Lake Roberto,Organic,1,567.18,2024-04-11,0
C111586,Lake Debra,App Store,1,668.48,2023-07-04,0
C111587,North Noahstad,Organic,1,664.4,2024-04-28,0
C111588,North Judithbury,Paid Search,0,0.0,,0
C111589,North Noahstad,Paid Search,1,406.2,2024-02-06,0
C111590,East Jessetown,Organic,1,607.59,2025-03-16,0
C111591,Ericmouth,Organic,1,827.14,2025-02-07,0
C111592,North Noahstad,Organic,40,19570.82,2023-09-06,1
C111593,Lisatown,Paid Search,24,9732.84,2025-02-27,1
C111594,Lisatown,Organic,23,15606.52,2024-05-17,1
C111595,Lake Roberto,Social Media,1,427.19,2023-10-25,0
C111596,New Roberttown,Paid Search,1,159.87,2024-12-14,0
C111597,East Jill,Organic,1,491.58,2024-11-20,0
C111598,East Jessetown,Social Media,1,418.65,2023-11-03,0
C111599,Lake Debra,App Store,1,1300.74,2023-12-27,0
C111600,Lake Roberto,Organic,1,393.69,2024-06-05,0
C111601,New Roberttown,Paid Search,1,566.49,2023-12-26,0
C111602,Robinsonshire,App Store,1,399.67,2024-08-12,0
C111603,North Judithbury,Referral,15,12005.39,2023-11-17,1
C111604,North Judithbury,Social Media,1,1105.77,2025-01-06,0
C111605,North Noahstad,Social Media,1,885.14,2023-12-16,0
C111606,Ericmouth,Social Media,8,5057.53,2023-08-28,1
C111607,Ericmouth,Organic,31,24254.12,2024-04-21,1
C111608,East Jessetown,Social Media,1,762.37,2023-12-21,0
C111609,Robinsonshire,Organic,6,8611.03,2024-01-31,0
C111610,Lisatown,App Store,25,11518.84,2024-04-27,1
C111611,New Roberttown,Organic,1,369.54,2023-11-29,0
C111612,Lake Roberto,Social Media,1,532.28,2023-09-16,0
C111613,Lisatown,Paid Search,1,206.28,2024-10-03,0
C111614,Lake Debra,Referral,1,806.92,2024-10-16,0
C111615,Lake Debra,Referral,21,17470.05,2025-02-05,1
C111616,East Jessetown,Social Media,1,1468.12,2024-07-26,0
C111617,Ericmouth,Organic,1,1657.78,2024-05-17,0
C111618,North Noahstad,Organic,1,732.97,2023-10-03,0
C111619,North Noahstad,App Store,1,778.63,2023-07-12,0
C111620,Lake Roberto,App Store,1,981.9,2023-08-23,0
C111621,East Jessetown,Organic,25,22882.24,2024-09-13,1
C111622,Lake Roberto,Social Media,1,272.71,2024-06-14,0
C111623,New Roberttown,Organic,1,893.75,2025-03-03,0
C111624,Ericmouth,Paid Search,1,132.13,2025-05-04,0
C111625,New Roberttown,Social Media,1,391.14,2024-09-24,0
C111626,Lake Debra,Organic,13,6962.49,2023-12-06,1
C111627,North Judithbury,Social Media,1,1322.53,2025-03-10,0
C111628,North Judithbury,Social Media,13,6538.75,2025-03-10,1
C111629,East Jessetown,Paid Search,1,500.35,2023-07-09,0
C111630,Robinsonshire,Social Media,1,382.94,2025-01-17,0
C111631,North Judithbury,Organic,26,10660.07,2023-12-22,1
C111632,Ericmouth,Social Media,1,67.01,2024-01-11,0
C111633,East Jill,Social Media,1,77.85,2024-10-24,0
C111634,North Noahstad,Social Media,19,13284.21,2024-05-17,1
C111635,New Roberttown,App Store,1,45.18,2024-04-05,0
C111636,East Jessetown,Paid Search,1,302.31,2024-05-10,0
C111637,East Jill,Organic,0,0.0,,0
C111638,Ericmouth,Paid Search,1,361.83,2023-12-17,0
C111639,Lake Roberto,Organic,1,416.6,2025-05-04,0
C111640,North Judithbury,Referral,1,343.28,2025-04-06,0
C111641,East Jill,Organic,1,179.21,2024-04-22,0
C111642,Lisatown,Paid Search,13,7605.91,2025-05-13,1
C111643,Ericmouth,Social Media,1,1103.02,2025-03-10,0
C111644,East Jill,App Store,1,240.52,2025-06-08,0
C111645,New Roberttown,Paid Search,22,10462.26,2025-06-05,1
C111646,Robinsonshire,Organic,22,23194.02,2024-11-18,1
C111647,East Jill,Organic,6,6843.83,2023-07-21,0
C111648,East Jessetown,Organic,1,315.63,2025-03-06,0
C111649,North Judithbury,App Store,26,22684.23,2025-05-24,1
C111650,Lake Debra,App Store,10,9575.32,2025-06-30,0
C111651,Lake Roberto,Organic,0,0.0,,0
C111652,Lake Debra,Referral,23,15099.5,2025-06-28,1
